"Row ID","Place ID","Place Name","Use Code","Use Level",Descriptiion,"Acreage 1986","Acreage 1995","Acreage 2002","Acreage 2007","Acreage 2012","Acreage 2015","Change in Acreage 1986 - 1995","Change in Acreage 1995 - 2002","Change in Acreage 2002 - 2007","Change in Acreage 2007 - 2012","Change in Acreage 2012 - 2015","Change in Acreage 1986 - 2015","Percentage Change 1986 - 1995","Percentage Change 1995 - 2002","Percentage Change 2002 - 2007","Percentage Change 2007 - 2012","Percentage Change 2012 - 2015","Percentage Change 1986 - 2015","Percentage Change 1986 - 1995","Percentage Change 1995 - 2002","Percentage Change 2002 - 2007","Percentage Change 2007 - 2012","Percentage Change 2012 - 2015","Percentage Change 1986 - 2015","Place Total Area"
434,03,Burlington,1410,3,"Major Roadway",0.0,0.0,"2,028.4","2,265.5","2,354.1","2,507.3",0.0,"2,028.4",237.1,88.7,153.2,"2,507.3",0,100,11.69,3.91,6.51,100,0,0,0.39,0.43,0.45,0.48,"525,000.5"
435,03,Burlington,1411,3,"Mixed transportation Corridor Overlap Areas",0.0,0.0,0.0,0.0,1.3,1.3,0.0,.0,0.0,1.3,0.0,1.3,0,0,0,100,0,100,0,0,0,0,0,0,"525,000.5"
436,03,Burlington,1419,3,"Bridge Over Water",0.0,0.0,18.6,19.8,20.7,20.3,0.0,18.6,1.3,0.9,-0.4,20.3,0,100,6.9,4.29,-1.89,100,0,0,0,0,0,0,"525,000.5"
437,03,Burlington,1420,3,"Railroad Facilities",0.0,0.0,0.0,266.1,262.8,262.8,0.0,.0,266.1,-3.4,0.1,262.8,0,0,100,-1.26,0.02,100,0,0,0,0.05,0.05,0.05,"525,000.5"
438,03,Burlington,1440,3,"Airport Facilities",0.0,0.0,138.2,199.5,195.6,193.6,0.0,138.2,61.3,-4.0,-2.0,193.6,0,100,44.39,-1.99,-1,100,0,0,0.03,0.04,0.04,0.04,"525,000.5"
439,03,Burlington,1461,3,"Wetland Rights-of-Way(WETLANDS)",235.4,239.4,366.1,430.3,450.6,466.6,3.9,126.7,64.2,20.4,15.9,231.2,1.67,52.92,17.54,4.74,3.54,98.18,0.04,0.05,0.07,0.08,0.09,0.09,"525,000.5"
440,03,Burlington,1462,3,"Upland Rights-of-Way, Developed",0.0,0.0,163.2,240.0,225.8,220.6,0.0,163.2,76.8,-14.2,-5.2,220.6,0,100,47.09,-5.93,-2.31,100,0,0,0.03,0.05,0.04,0.04,"525,000.5"
441,03,Burlington,1463,3,"Upland Rights-of-Way, Undeveloped",0.0,0.0,622.9,653.4,667.7,698.8,0.0,622.9,30.4,14.3,31.2,698.8,0,100,4.88,2.19,4.67,100,0,0,0.12,0.12,0.13,0.13,"525,000.5"
442,03,Burlington,1499,3,Stormwater Basin,0.0,0.0,704.3,"1,270.4","1,476.4","1,659.3",0.0,704.3,566.1,206.0,182.9,"1,659.3",0,100,80.38,16.21,12.39,100,0,0,0.13,0.24,0.28,0.32,"525,000.5"
443,03,Burlington,1500,3,"Industrial and Commercial Complexes",49.5,68.5,66.7,83.7,90.2,97.8,19.0,-1.8,16.9,6.6,7.6,48.3,38.34,-2.6,25.39,7.84,8.45,97.6,0.01,0.01,0.01,0.02,0.02,0.02,"525,000.5"
444,03,Burlington,1600,3,"Mixed Urban or Built-up Land",48.9,48.8,44.5,59.7,61.7,55.3,-0.1,-4.4,15.3,2.0,-6.4,6.4,-0.2,-8.97,34.37,3.33,-10.43,12.98,0.01,0.01,0.01,0.01,0.01,0.01,"525,000.5"
445,03,Burlington,1700,3,"Other Urban or Built-up Land","8,333.2","10,587.2","9,444.0","10,532.4","10,166.8","9,772.1","2,254.0","-1,143.2","1,088.5",-365.7,-394.7,"1,438.9",27.05,-10.8,11.53,-3.47,-3.88,17.27,1.59,2.02,1.8,2.01,1.94,1.86,"525,000.5"
446,03,Burlington,1710,3,Cemetery,0.0,0.0,589.0,590.9,599.8,614.6,0.0,589.0,1.9,8.9,14.8,614.6,0,100,0.33,1.5,2.47,100,0,0,0.11,0.11,0.11,0.12,"525,000.5"
447,03,Burlington,1711,3,"Cemetery on Wetland",0.0,0.0,6.0,5.8,5.8,12.3,0.0,6.0,-0.1,0.0,6.5,12.3,0,100,-2.18,0,111.68,100,0,0,0,0,0,0,"525,000.5"
448,03,Burlington,1741,3,"Phragmites Dominate Urban Area",0.0,0.0,0.0,4.0,1.9,.7,0.0,.0,4.0,-2.1,-1.2,0.7,0,0,100,-52.27,-64.02,100,0,0,0,0,0,0,"525,000.5"
449,03,Burlington,1750,3,"Managed Wetland, in Maintained Lawn Green space ",295.0,428.3,418.0,406.3,376.1,359.5,133.3,-10.3,-11.7,-30.2,-16.7,64.5,45.2,-2.4,-2.8,-7.43,-4.44,21.85,0.06,0.08,0.08,0.08,0.07,0.07,"525,000.5"
450,03,Burlington,1800,3,"Recreational Land","4,190.1","4,827.1","5,291.7","5,881.8","6,258.4","6,374.6",637.1,464.6,590.1,376.6,116.3,"2,184.5",15.2,9.62,11.15,6.4,1.86,52.14,0.8,0.92,1.01,1.12,1.19,1.21,"525,000.5"
451,03,Burlington,1804,3,"Athletic Fields (Schools)","1,276.8","1,304.9","1,444.5","1,558.0","1,596.2","1,560.7",28.1,139.6,113.5,38.2,-35.5,283.9,2.2,10.7,7.86,2.45,-2.22,22.23,0.24,0.25,0.28,0.3,0.3,0.3,"525,000.5"
452,03,Burlington,1810,3,"Stadium, Theaters, Cultural Centers, and Zoos",0.0,0.0,40.4,53.5,41.8,41.9,0.0,40.4,13.1,-11.7,0.0,41.9,0,100,32.33,-21.79,0.1,100,0,0,0.01,0.01,0.01,0.01,"525,000.5"
453,03,Burlington,1850,3,"Managed Wetland, in Built-up Maintained Rec Area",45.0,172.4,252.3,293.5,327.5,330.3,127.4,80.0,41.2,34.0,2.8,285.3,282.94,46.4,16.32,11.58,0.86,633.93,0.01,0.03,0.05,0.06,0.06,0.06,"525,000.5"
454,03,Burlington,2100,3,"Cropland and Pastureland","67,012.0","55,739.4","47,261.7","42,665.4","40,670.6","40,550.5","-11,272.6","-8,477.7","-4,596.4","-1,994.8",-120.1,"-26,461.5",-16.82,-15.21,-9.73,-4.68,-0.3,-39.49,12.76,10.62,9,8.13,7.75,7.72,"525,000.5"
455,03,Burlington,2140,3,"Agricultural Wetlands (Cranberry Farms & Modified Uplands)","24,201.9","22,450.0","22,366.0","22,672.8","22,077.7","22,002.8","-1,751.9",-84.0,306.9,-595.2,-74.8,"-2,199.0",-7.24,-0.37,1.37,-2.63,-0.34,-9.09,4.61,4.28,4.26,4.32,4.21,4.19,"525,000.5"
456,03,Burlington,2150,3," Former Agricultural Wetlands - Becoming Shrubby, not Built-up ",0.0,"1,556.1",0.0,630.7,.0,.0,"1,556.1","-1,556.1",630.7,-630.7,0.0,0.0,100,-100,100,-100,0,0,0,0.3,0,0.12,0,0,"525,000.5"
457,03,Burlington,2200,3,"Orchards, Vineyards, Nurseries, Horticultural Areas, Sod Farms","6,201.8","6,540.5","7,182.8","8,206.9","7,943.5","7,688.5",338.7,642.2,"1,024.1",-263.4,-255.0,"1,486.6",5.46,9.82,14.26,-3.21,-3.21,23.97,1.18,1.25,1.37,1.56,1.51,1.46,"525,000.5"
458,03,Burlington,2300,3,"Confined Feeding Operations",78.1,63.1,53.9,44.7,65.7,68.0,-15.0,-9.2,-9.2,21.0,2.3,-10.1,-19.15,-14.57,-17.06,46.89,3.45,-12.94,0.01,0.01,0.01,0.01,0.01,0.01,"525,000.5"
459,03,Burlington,2400,3,"Other Agriculture","2,071.0","2,496.6","3,930.1","4,382.5","4,913.3","4,909.9",425.6,"1,433.6",452.4,530.8,-3.4,"2,839.0",20.55,57.42,11.51,12.11,-0.07,137.08,0.39,0.48,0.75,0.83,0.94,0.94,"525,000.5"
460,03,Burlington,4100,3,Deciduous Forest,"1,414.4",0.0,0.0,0.0,.0,.0,"-1,414.4",.0,0.0,0.0,0.0,"-1,414.4",-100,0,0,0,0,-100,0.27,0,0,0,0,0,"525,000.5"
461,03,Burlington,4110,3,"Deciduous Forest (10-50% Crown Closure)","3,471.7","4,679.7","6,406.8","5,299.4","4,483.7","4,404.6","1,208.0","1,727.2","-1,107.4",-815.7,-79.1,933.0,34.8,36.91,-17.28,-15.39,-1.76,26.87,0.66,0.89,1.22,1.01,0.85,0.84,"525,000.5"
462,03,Burlington,4120,3,"Deciduous Forest (>50% Crown Closure)","15,909.8","22,127.8","23,106.6","22,314.6","22,008.9","21,940.3","6,217.9",978.8,-792.0,-305.7,-68.6,"6,030.4",39.08,4.42,-3.43,-1.37,-0.31,37.9,3.03,4.21,4.4,4.25,4.19,4.18,"525,000.5"
463,03,Burlington,4200,3,Coniferous Forest,"24,634.1",0.0,0.0,0.0,.0,.0,"-24,634.1",.0,0.0,0.0,0.0,"-24,634.1",-100,0,0,0,0,-100,4.69,0,0,0,0,0,"525,000.5"
464,03,Burlington,4210,3,"Coniferous Forest (10-50% Crown Closure)","16,691.7","16,680.1","20,221.6","22,306.2","22,457.8","23,287.7",-11.6,"3,541.5","2,084.6",151.6,829.8,"6,595.9",-0.07,21.23,10.31,0.68,3.7,39.52,3.18,3.18,3.85,4.25,4.28,4.44,"525,000.5"
465,03,Burlington,4220,3,"Coniferous Forest (>50% Crown Closure)","76,250.3","76,513.9","74,954.8","75,911.5","75,379.1","74,497.4",263.6,"-1,559.1",956.7,-532.4,-881.7,"-1,752.9",0.35,-2.04,1.28,-0.7,-1.17,-2.3,14.52,14.57,14.28,14.46,14.36,14.19,"525,000.5"
466,03,Burlington,4230,3,Plantation,553.3,609.8,0.0,508.9,.0,.0,56.4,-609.8,508.9,-508.9,0.0,-553.3,10.2,-100,100,-100,0,-100,0.11,0.12,0,0.1,0,0,"525,000.5"
467,03,Burlington,4310,3,"Mixed with Coniferous Prevalent (> 50% Coniferous)",112.8,0.0,0.0,0.0,.0,.0,-112.8,.0,0.0,0.0,0.0,-112.8,-100,0,0,0,0,-100,0.02,0,0,0,0,0,"525,000.5"
468,03,Burlington,4311,3,"Mixed Forest (>50% Coniferous with 10-50% Crown Closure)",402.2,"1,006.1","2,147.2","2,354.9","1,737.8","1,737.0",603.9,"1,141.1",207.7,-617.1,-0.8,"1,334.8",150.17,113.42,9.67,-26.21,-0.04,331.91,0.08,0.19,0.41,0.45,0.33,0.33,"525,000.5"
469,03,Burlington,4312,3,"Mixed Forest (>50% Coniferous with >50% Crown Closure)","12,660.2","21,956.3","23,051.7","23,320.9","24,840.0","24,695.4","9,296.1","1,095.4",269.2,"1,519.1",-144.6,"12,035.2",73.43,4.99,1.17,6.51,-0.58,95.06,2.41,4.18,4.39,4.44,4.73,4.7,"525,000.5"
470,03,Burlington,4320,3," Mixed with Deciduous Prevalent (> 50% Deciduous)",60.0,0.0,0.0,0.0,.0,.0,-60.0,.0,0.0,0.0,0.0,-60.0,-100,0,0,0,0,-100,0.01,0,0,0,0,0,"525,000.5"
471,03,Burlington,4321,3,"Mixed Forest (>50% Deciduous with 10-50% Crown Closure)",546.9,"2,005.0","1,732.9","1,412.4","1,137.7","1,177.2","1,458.0",-272.1,-320.5,-274.8,39.5,630.2,266.58,-13.57,-18.49,-19.45,3.47,115.23,0.1,0.38,0.33,0.27,0.22,0.22,"525,000.5"
472,03,Burlington,4322,3,"Mixed Forest (>50% Deciduous with >50% Crown Closure)","8,553.7","19,726.6","17,759.5","17,535.7","17,466.4","17,457.0","11,172.9","-1,967.1",-223.7,-69.3,-9.5,"8,903.3",130.62,-9.97,-1.26,-0.4,-0.05,104.09,1.63,3.76,3.38,3.34,3.33,3.33,"525,000.5"
473,03,Burlington,4400,3,Brushland,"10,524.9",0.0,0.0,0.0,.0,.0,"-10,524.9",.0,0.0,0.0,0.0,"-10,524.9",-100,0,0,0,0,-100,2,0,0,0,0,0,"525,000.5"
474,03,Burlington,4410,3,"Old Field (< 25% Brush Covered)","3,256.7","6,058.0","3,932.2","3,531.9","2,886.5","2,919.1","2,801.3","-2,125.9",-400.3,-645.4,32.6,-337.6,86.02,-35.09,-10.18,-18.27,1.13,-10.37,0.62,1.15,0.75,0.67,0.55,0.56,"525,000.5"
475,03,Burlington,4411,3,"Phragmites Dominate Old Field",0.0,0.0,10.0,46.1,37.5,37.6,0.0,10.0,36.1,-8.5,0.1,37.6,0,100,360.7,-18.52,0.13,100,0,0,0,0.01,0.01,0.01,"525,000.5"
476,03,Burlington,4420,3,"Deciduous Brush","5,133.9","5,854.7","2,469.2","2,019.7","2,007.5","1,975.8",720.8,"-3,385.5",-449.5,-12.2,-31.7,"-3,158.2",14.04,-57.82,-18.2,-0.61,-1.58,-61.52,0.98,1.12,0.47,0.38,0.38,0.38,"525,000.5"
477,03,Burlington,4430,3,"Coniferous Brush","7,999.0","8,629.2","8,055.2","4,832.3","4,124.7","4,110.4",630.3,-574.0,"-3,223.0",-707.6,-14.4,"-3,888.6",7.88,-6.65,-40.01,-14.64,-0.35,-48.61,1.52,1.64,1.53,0.92,0.79,0.78,"525,000.5"
478,03,Burlington,4440,3,"Mixed Deciduous","4,103.1","4,445.0","4,036.4","3,529.9","5,280.8","5,650.6",341.8,-408.6,-506.4,"1,750.9",369.8,"1,547.4",8.33,-9.19,-12.55,49.6,7,37.71,0.78,0.85,0.77,0.67,1.01,1.08,"525,000.5"
479,03,Burlington,4500,3,"Severe Burned Upland Vegetation",0.0,113.7,443.1,246.1,681.0,418.3,113.7,329.4,-197.1,434.9,-262.7,418.3,100,289.61,-44.47,176.75,-38.58,100,0,0.02,0.08,0.05,0.13,0.08,"525,000.5"
480,03,Burlington,5100,3,"Streams and Canals",567.3,569.4,734.5,757.0,732.3,700.4,2.2,165.1,22.5,-24.7,-31.9,133.1,0.38,28.99,3.06,-3.26,-4.35,23.47,0.11,0.11,0.14,0.14,0.14,0.13,"525,000.5"
481,03,Burlington,5200,3,Natural Lakes,230.2,227.2,196.9,222.0,238.4,229.9,-3.0,-30.3,25.1,16.4,-8.6,-0.4,-1.3,-13.33,12.74,7.39,-3.6,-0.16,0.04,0.04,0.04,0.04,0.05,0.04,"525,000.5"
482,03,Burlington,5300,3,"Artificial Lakes","5,752.3","6,023.1","5,981.3","6,428.8","6,843.0","6,578.6",270.8,-41.8,447.5,414.2,-264.4,826.3,4.71,-0.69,7.48,6.44,-3.86,14.36,1.1,1.15,1.14,1.22,1.3,1.25,"525,000.5"
483,03,Burlington,5410,3,"Tidal Rivers, Inland Bays and other Tidal Waters","6,670.6","6,703.4","6,907.1","7,144.9","6,775.5","6,746.5",32.8,203.7,237.8,-369.4,-28.9,75.9,0.49,3.04,3.44,-5.17,-0.43,1.14,1.27,1.28,1.32,1.36,1.29,1.29,"525,000.5"
484,03,Burlington,5412,3,"Tidal Mud Flat",0.0,0.0,0.0,0.0,519.7,513.9,0.0,.0,0.0,519.7,-5.8,513.9,0,0,0,100,-1.12,100,0,0,0,0,0.1,0.1,"525,000.5"
485,03,Burlington,5420,3,"Dredged Lagoon",12.8,12.8,12.4,12.6,12.6,12.6,0.0,-.5,0.2,0.0,0.0,-0.3,0,-3.58,1.86,0,-0.32,-2.1,0,0,0,0,0,0,"525,000.5"
486,03,Burlington,6110,3,"Saline Marshes","7,947.8","7,954.6",0.0,0.0,.0,.0,6.8,"-7,954.6",0.0,0.0,0.0,"-7,947.8",0.09,-100,0,0,0,-100,1.51,1.52,0,0,0,0,"525,000.5"
487,03,Burlington,6111,3,"Saline Marshes (Low marsh vegetation)",0.0,0.0,"6,066.7","5,951.0","6,103.7","6,107.8",0.0,"6,066.7",-115.8,152.7,4.1,"6,107.8",0,100,-1.91,2.57,0.07,100,0,0,1.16,1.13,1.16,1.16,"525,000.5"
488,03,Burlington,6112,3,"Saline Marshes (High marsh vegetation)",0.0,0.0,182.8,217.9,263.2,265.0,0.0,182.8,35.1,45.3,1.8,265.0,0,100,19.21,20.77,0.68,100,0,0,0.03,0.04,0.05,0.05,"525,000.5"
489,03,Burlington,6120,3,"Freshwater Tidal Marshes","1,450.2","1,412.6","1,634.7","1,446.5","1,583.4","1,595.7",-37.7,222.2,-188.3,136.9,12.3,145.5,-2.6,15.73,-11.52,9.47,0.78,10.03,0.28,0.27,0.31,0.28,0.3,0.3,"525,000.5"
490,03,Burlington,6141,3,"Phragmites Dominate Coastal Wetlands",0.0,0.0,"1,630.4","1,743.5","1,545.6","1,549.5",0.0,"1,630.4",113.0,-197.8,3.9,"1,549.5",0,100,6.93,-11.35,0.25,100,0,0,0.31,0.33,0.29,0.3,"525,000.5"
491,03,Burlington,6210,3,"Deciduous Wooded Wetlands","42,383.7","41,835.8","42,749.1","41,051.3","40,514.5","40,442.0",-547.9,913.3,"-1,697.8",-536.8,-72.5,"-1,941.7",-1.29,2.18,-3.97,-1.31,-0.18,-4.58,8.07,7.97,8.14,7.82,7.72,7.7,"525,000.5"
492,03,Burlington,6220,3,"Coniferous Wooded Wetlands","19,046.6","19,159.1","26,421.4","29,106.0","29,015.8","29,000.6",112.5,"7,262.3","2,684.6",-90.2,-15.2,"9,954.0",0.59,37.9,10.16,-0.31,-0.05,52.26,3.63,3.65,5.03,5.54,5.53,5.52,"525,000.5"
493,03,Burlington,6221,3,"Atlantic White Cedar Wetlands","12,413.5","12,264.5","13,195.3","15,484.6","15,413.8","15,362.0",-149.1,930.8,"2,289.4",-70.9,-51.8,"2,948.5",-1.2,7.59,17.35,-0.46,-0.34,23.75,2.36,2.34,2.51,2.95,2.94,2.93,"525,000.5"
494,03,Burlington,6231,3,"Deciduous Scrub","14,017.3","13,116.5","6,521.9","5,844.5","5,797.1","5,808.5",-900.7,"-6,594.7",-677.4,-47.4,11.4,"-8,208.8",-6.43,-50.28,-10.39,-0.81,0.2,-58.56,2.67,2.5,1.24,1.11,1.1,1.11,"525,000.5"
495,03,Burlington,6232,3,"Coniferous Scrub","2,270.9","2,145.9","2,810.7","2,015.4","1,751.2","1,757.5",-125.0,664.8,-795.3,-264.2,6.3,-513.4,-5.5,30.98,-28.3,-13.11,0.36,-22.61,0.43,0.41,0.54,0.38,0.33,0.33,"525,000.5"
496,03,Burlington,6233,3,"Mixed Scrub","2,654.8","2,673.8","2,513.6","1,785.4","2,149.7","2,160.5",19.0,-160.2,-728.2,364.3,10.8,-494.3,0.72,-5.99,-28.97,20.4,0.5,-18.62,0.51,0.51,0.48,0.34,0.41,0.41,"525,000.5"
497,03,Burlington,6234,3,"Mixed Scrub","1,641.7","1,518.7","2,862.3","1,519.2","1,900.5","1,891.8",-123.0,"1,343.6","-1,343.0",381.3,-8.8,250.1,-7.49,88.47,-46.92,25.1,-0.46,15.23,0.31,0.29,0.55,0.29,0.36,0.36,"525,000.5"
498,03,Burlington,6240,3,"Herbaceous Wetlands","9,714.1","8,895.1","4,339.3","4,682.5","4,693.6","4,834.7",-818.9,"-4,555.8",343.2,11.1,141.1,"-4,879.4",-8.43,-51.22,7.91,0.24,3.01,-50.23,1.85,1.69,0.83,0.89,0.89,0.92,"525,000.5"
499,03,Burlington,6241,3,"Phragmites Dominate Interior Wetlands",0.0,0.0,87.5,196.4,204.8,206.8,0.0,87.5,108.9,8.4,2.1,206.8,0,100,124.5,4.28,1.02,100,0,0,0.02,0.04,0.04,0.04,"525,000.5"
500,03,Burlington,6251,3,"Mixed Forested Wetlands (Deciduous Dom.)","6,682.9","6,661.8","8,241.9","8,262.8","8,587.9","8,595.8",-21.1,"1,580.1",20.9,325.1,7.9,"1,912.8",-0.32,23.72,0.25,3.93,0.09,28.62,1.27,1.27,1.57,1.57,1.64,1.64,"525,000.5"
501,03,Burlington,6252,3,"Mixed Forested Wetlands (Coniferous Dom.)","16,793.3","16,774.3","15,470.7","14,080.1","14,199.1","14,173.6",-19.0,"-1,303.5","-1,390.7",119.0,-25.5,"-2,619.7",-0.11,-7.77,-8.99,0.85,-0.18,-15.6,3.2,3.2,2.95,2.68,2.7,2.7,"525,000.5"
502,03,Burlington,6500,3,"Severe Burned Wetlands",0.0,32.6,14.9,4.8,23.4,40.2,32.6,-17.7,-10.1,18.5,16.8,40.2,100,-54.36,-67.54,383.85,72.06,100,0,0.01,0,0,0,0.01,"525,000.5"
503,03,Burlington,7100,3,Beaches,0.0,0.0,2.0,3.2,3.2,3.2,0.0,2.0,1.2,0.0,0.0,3.2,0,100,58.29,0,0.32,100,0,0,0,0,0,0,"525,000.5"
504,03,Burlington,7300,3,"Extractive Mining","1,379.4","1,095.4",856.8,847.8,857.6,882.1,-284.0,-238.6,-9.0,9.8,24.6,-497.3,-20.59,-21.78,-1.06,1.15,2.87,-36.05,0.26,0.21,0.16,0.16,0.16,0.17,"525,000.5"
505,03,Burlington,7400,3,"Altered Lands",655.1,"1,192.0","1,351.5","1,393.1","1,455.4","1,446.1",537.0,159.5,41.6,62.3,-9.2,791.1,81.97,13.38,3.08,4.47,-0.63,120.77,0.12,0.23,0.26,0.27,0.28,0.28,"525,000.5"
506,03,Burlington,7430,3,"Disturbed Wetlands (Modified)",762.1,"1,693.5",885.6,789.2,565.4,631.7,931.4,-807.9,-96.4,-223.7,66.3,-130.4,122.21,-47.7,-10.89,-28.35,11.73,-17.1,0.15,0.32,0.17,0.15,0.11,0.12,"525,000.5"
507,03,Burlington,7440,3,"Disturbed Tidal Wetlands",0.0,0.0,0.0,0.0,.1,.1,0.0,.0,0.0,0.1,0.0,0.1,0,0,0,100,0,100,0,0,0,0,0,0,"525,000.5"
508,03,Burlington,7500,3,"Transitional Areas (sites under construction)","1,394.6","1,613.2","2,160.5","1,501.7","1,342.0","1,352.0",218.7,547.3,-658.8,-159.7,10.0,-42.6,15.68,33.92,-30.49,-10.63,0.74,-3.05,0.27,0.31,0.41,0.29,0.26,0.26,"525,000.5"
509,03,Burlington,7600,3,"Undifferentiated Barren Lands",581.3,299.2,262.9,98.4,67.4,67.4,-282.1,-36.3,-164.6,-31.0,0.0,-513.9,-48.52,-12.13,-62.58,-31.5,0,-88.41,0.11,0.06,0.05,0.02,0.01,0.01,"525,000.5"
510,03,Burlington,8000,3,"Managed Wetlands (Modified)",34.9,0.0,0.0,0.0,.0,.0,-34.9,.0,0.0,0.0,0.0,-34.9,-100,0,0,0,0,-100,0.01,0,0,0,0,0,"525,000.5"
511,04,Camden,1,1,URBAN,"64,965.3","69,260.4","72,458.7","75,612.2","76,206.2","76,445.4","4,295.2","3,198.2","3,153.5",594.0,239.2,"11,480.1",6.61,4.62,4.35,0.79,0.31,17.67,44.6,47.55,49.75,51.91,52.32,52.49,"145,649.9"
512,04,Camden,2,1,AGRICULTURE,"12,933.1","10,218.1","9,451.1","8,769.3","8,360.2","8,358.5","-2,715.0",-767.0,-681.8,-409.1,-1.8,"-4,574.7",-20.99,-7.51,-7.21,-4.66,-0.02,-35.37,8.88,7.02,6.49,6.02,5.74,5.74,"145,649.9"
513,04,Camden,4,1,FOREST,"39,929.3","38,338.7","36,635.6","34,488.4","34,513.8","34,081.7","-1,590.6","-1,703.1","-2,147.2",25.4,-432.1,"-5,847.6",-3.98,-4.44,-5.86,0.07,-1.25,-14.64,27.41,26.32,25.15,23.68,23.7,23.4,"145,649.9"
514,04,Camden,5,1,WATER,"4,003.0","4,000.7","4,034.8","4,268.4","4,456.4","4,380.4",-2.3,34.1,233.6,188.0,-75.9,377.4,-0.06,0.85,5.79,4.4,-1.7,9.43,2.75,2.75,2.77,2.93,3.06,3.01,"145,649.9"
515,04,Camden,6,1,WETLANDS,"21,146.5","20,882.0","20,862.3","20,415.2","20,319.2","20,312.7",-264.5,-19.7,-447.0,-96.1,-6.5,-833.8,-1.25,-0.09,-2.14,-0.47,-0.03,-3.94,14.52,14.34,14.32,14.02,13.95,13.95,"145,649.9"
516,04,Camden,7,1,"BARREN LAND","2,610.6","2,887.8","2,145.3","2,034.3","1,794.3","2,071.2",277.2,-742.5,-111.0,-240.0,277.0,-539.4,10.62,-25.71,-5.17,-11.8,15.44,-20.66,1.79,1.98,1.47,1.4,1.23,1.42,"145,649.9"
517,04,Camden,11,2,Residential,"41,680.2","44,748.6","46,385.6","48,092.2","48,431.0","48,620.9","3,068.4","1,637.0","1,706.6",338.8,189.9,"6,940.7",7.36,3.66,3.68,0.7,0.39,16.65,28.62,30.72,31.85,33.02,33.25,33.38,"145,649.9"
518,04,Camden,12,2,"Commercial and Services","6,881.6","7,675.1","8,084.5","8,693.2","8,957.2","9,020.8",793.5,409.4,608.7,264.0,63.6,"2,139.2",11.53,5.33,7.53,3.04,0.71,31.09,4.72,5.27,5.55,5.97,6.15,6.19,"145,649.9"
519,04,Camden,13,2,Industrial,"3,602.1","3,678.8","3,507.8","3,513.1","3,389.5","3,297.5",76.7,-170.9,5.3,-123.7,-92.0,-304.6,2.13,-4.65,0.15,-3.52,-2.71,-8.46,2.47,2.53,2.41,2.41,2.33,2.26,"145,649.9"
520,04,Camden,14,2,Transportation/Communication/Utilities,"3,806.6","3,917.4","5,284.3","5,965.7","6,275.8","6,399.5",110.8,"1,366.9",681.4,310.1,123.7,"2,592.9",2.91,34.89,12.89,5.2,1.97,68.12,2.61,2.69,3.63,4.1,4.31,4.39,"145,649.9"
521,04,Camden,15,2,"Industrial and Commercial Complexes",19.7,60.3,77.6,96.1,94.9,123.0,40.7,17.3,18.5,-1.3,28.1,103.3,206.61,28.65,23.83,-1.32,29.65,524.95,0.01,0.04,0.05,0.07,0.07,0.08,"145,649.9"
522,04,Camden,16,2,"Mixed Urban or Built-up Land",215.9,208.6,168.5,197.6,238.2,225.7,-7.3,-40.0,29.1,40.7,-12.6,9.8,-3.39,-19.2,17.24,20.59,-5.28,4.54,0.15,0.14,0.12,0.14,0.16,0.15,"145,649.9"
523,04,Camden,17,2,"Other Urban or Built-up Land","4,994.8","5,277.2","4,791.0","4,992.9","4,643.9","4,560.5",282.4,-486.3,201.9,-349.0,-83.4,-434.3,5.65,-9.21,4.21,-6.99,-1.79,-8.7,3.43,3.62,3.29,3.43,3.19,3.13,"145,649.9"
524,04,Camden,18,2,"Recreational Land","4,076.2","4,085.5","4,635.5","4,556.0","4,691.2","4,730.8",9.3,550.0,-79.4,135.2,39.6,654.6,0.23,13.46,-1.71,2.97,0.84,16.06,2.8,2.8,3.18,3.13,3.22,3.25,"145,649.9"
525,04,Camden,21,2,"Cropland and Pastureland","10,575.7","7,881.4","7,810.7","7,309.4","6,506.7","6,458.4","-2,694.3",-70.7,-501.3,-802.7,-48.3,"-4,117.3",-25.48,-0.9,-6.42,-10.98,-0.74,-38.93,7.26,5.41,5.36,5.02,4.47,4.43,"145,649.9"
526,04,Camden,22,2,"Orchards, Vineyards, Nurseries, Horticultural Areas, Sod Farms","2,650.6","2,470.4","1,584.0","1,344.2","1,602.5","1,630.0",-180.2,-886.4,-239.8,258.3,27.4,"-1,020.6",-6.8,-35.88,-15.14,19.22,1.71,-38.51,1.82,1.7,1.09,0.92,1.1,1.12,"145,649.9"
527,04,Camden,23,2,"Confined Feeding Operations",13.6,7.5,5.5,1.8,1.8,1.8,-6.1,-2.1,-3.7,0.0,0.0,-11.8,-44.67,-27.62,-67.52,0,0,-86.99,0.01,0.01,0,0,0,0,"145,649.9"
528,04,Camden,24,2,"Other Agriculture",390.2,508.6,657.5,731.9,858.6,879.2,118.4,148.9,74.4,126.8,20.6,489.0,30.34,29.27,11.32,17.32,2.4,125.33,0.27,0.35,0.45,0.5,0.59,0.6,"145,649.9"
529,04,Camden,41,2,Deciduous Forest,"12,996.8","11,996.0","12,425.7","11,535.6","11,599.0","11,440.5","-1,000.8",429.7,-890.1,63.4,-158.5,"-1,556.3",-7.7,3.58,-7.16,0.55,-1.37,-11.97,8.92,8.24,8.53,7.92,7.96,7.85,"145,649.9"
