GEOID,occupancy_rate,vacancy_rate,multiunit_struct,mobile_home_rate,pop_20yrs_plus,no_vehicle,public_transit,NAME,mobile_home,multiunits_10_to_19,multiunits_20_to_49,multiunits_50plus,multiunits_five_to_nine,multiunits_three_or_four,multiunits_two,occupied_owner,occupied_renter,occupied_units,pop_own_90_99,pop_own_bfr89,pop_own_occ,pop_ren_90_99,pop_ren_bfr89,pop_ren_occ,total_units,vacant_units,pop_own_20yrs_plus,pop_ren_20yrs_plus
34009020600,0.922497308934338,0.077502691065662,0,0.005382131324004306,904,3,5,"Census Tract 206, Cape May County, New Jersey",5,0,0,0,0,0,0,740,117,857,291,613,1745,0,0,426,929,72,904,0
34009020700,0.7715355805243446,0.22846441947565543,8,0,1890,39,0,"Census Tract 207, Cape May County, New Jersey",0,0,0,8,0,0,0,1293,149,1442,1110,760,3297,20,0,619,1869,427,1870,20
34009020800,0.14812663374963694,0.851873366250363,1625,0,621,78,7,"Census Tract 208, Cape May County, New Jersey",0,274,209,164,219,101,658,913,107,1020,413,204,1709,0,4,241,6886,5866,617,4
34009020901,0.14546619673181674,0.8545338032681833,384,0,374,18,18,"Census Tract 209.01, Cape May County, New Jersey",0,48,25,32,54,35,190,412,42,454,205,156,854,7,6,96,3121,2667,361,13
34009020902,0.1343645173313455,0.8656354826686545,465,0.0016772269847185985,595,37,9,"Census Tract 209.02, Cape May County, New Jersey",9,49,104,18,70,74,150,664,57,721,259,320,1310,11,5,94,5366,4645,579,16
34009021001,0.637213254035684,0.36278674596431604,132,0,511,35,17,"Census Tract 210.01, Cape May County, New Jersey",0,0,5,0,85,42,0,600,150,750,361,150,1426,0,0,309,1177,427,511,0
34009021002,0.8374603174603175,0.16253968253968254,0,0.06095238095238095,1187,69,5,"Census Tract 210.02, Cape May County, New Jersey",96,0,0,0,0,0,0,1182,137,1319,718,419,3125,38,12,391,1575,256,1137,50
34009021100,0.7746741154562383,0.22532588454376165,264,0.08156424581005586,1264,107,0,"Census Tract 211, Cape May County, New Jersey",219,0,0,35,17,12,200,1526,554,2080,600,664,3654,0,0,912,2685,605,1264,0
34009021300,0.22491506228765573,0.7750849377123443,2334,0.0016987542468856172,1878,87,0,"Census Tract 213, Cape May County, New Jersey",15,281,202,311,301,410,829,1665,321,1986,1006,872,3325,0,0,524,8830,6844,1878,0
34009021400,0.2959830866807611,0.7040169133192389,2438,0.0010570824524312897,758,332,37,"Census Tract 214, Cape May County, New Jersey",6,140,61,143,585,927,582,824,856,1680,329,371,1888,39,19,1796,5676,3996,700,58
34009021500,0.37818336162988114,0.6218166383701188,786,0,311,204,43,"Census Tract 215, Cape May County, New Jersey",0,70,43,108,104,156,305,486,405,891,115,189,1074,7,0,640,2356,1465,304,7
34009021600,0.25652484805148373,0.7434751519485163,1143,0,1185,55,43,"Census Tract 216, Cape May County, New Jersey",0,100,78,126,158,195,486,1055,380,1435,603,518,2377,44,20,754,5594,4159,1121,64
34009021701,0.8280346820809249,0.17196531791907516,366,0.008670520231213872,1067,179,17,"Census Tract 217.01, Cape May County, New Jersey",12,18,36,232,0,69,11,801,345,1146,409,646,1998,0,12,551,1384,238,1055,12
34009021702,0.43568147013782543,0.5643185298621746,245,0.12519142419601836,995,33,1,"Census Tract 217.02, Cape May County, New Jersey",327,8,23,96,25,15,78,972,166,1138,513,451,2139,22,9,262,2612,1474,964,31
34009021803,0.5553941155103523,0.44460588448964766,71,0,1007,183,0,"Census Tract 218.03, Cape May County, New Jersey",0,0,40,0,0,0,31,1283,246,1529,521,439,2519,9,38,503,2753,1224,960,47
34009021804,0.7066744730679156,0.2933255269320843,136,0,1766,97,51,"Census Tract 218.04, Cape May County, New Jersey",0,0,0,0,47,47,42,1867,547,2414,1156,598,4377,12,0,1384,3416,1002,1754,12
34009021805,0.737649063032368,0.262350936967632,55,0.022146507666098807,1616,143,87,"Census Tract 218.05, Cape May County, New Jersey",52,8,9,9,10,11,8,1524,208,1732,821,749,3744,27,19,558,2348,616,1570,46
34009021806,0.5439889451865499,0.45601105481345,180,0,1028,108,40,"Census Tract 218.06, Cape May County, New Jersey",0,112,9,23,0,25,11,979,202,1181,398,630,2184,0,0,517,2171,990,1028,0
34009021900,0.4373297002724796,0.5626702997275205,101,0.049954586739327886,887,43,17,"Census Tract 219, Cape May County, New Jersey",110,0,0,0,35,17,49,806,157,963,405,458,1770,21,3,430,2202,1239,863,24
34009022000,0.33097595473833097,0.669024045261669,902,0,799,175,21,"Census Tract 220, Cape May County, New Jersey",0,101,0,249,157,258,137,881,523,1404,336,414,1601,17,32,1234,4242,2838,750,49
34009022101,0.8099878197320342,0.1900121802679659,24,0,339,34,11,"Census Tract 221.01, Cape May County, New Jersey",0,13,0,7,0,0,4,556,109,665,152,174,1369,13,0,231,821,156,326,13
34009022102,0.6692104490754329,0.3307895509245671,291,0.21837393601408864,1061,123,144,"Census Tract 221.02, Cape May County, New Jersey",744,116,0,0,56,19,100,1664,616,2280,426,489,3506,120,26,2752,3407,1127,915,146
34009990100,NaN,NaN,0,NaN,0,0,0,"Census Tract 9901, Cape May County, New Jersey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34011010101,0.8003220611916264,0.1996779388083736,8,0.08132045088566828,1372,35,22,"Census Tract 101.01, Cumberland County, New Jersey",101,0,0,0,0,0,8,890,104,994,530,834,2220,8,0,261,1242,248,1364,8
34011010103,NaN,NaN,0,NaN,0,0,0,"Census Tract 101.03, Cumberland County, New Jersey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34011010200,0.863244176013805,0.13675582398619499,24,0.24029335634167387,1289,105,32,"Census Tract 102, Cumberland County, New Jersey",557,5,0,0,8,0,11,1392,609,2001,691,525,3196,73,0,1806,2318,317,1216,73
34011010301,0.8438855160450998,0.15611448395490027,11,0.010407632263660017,1279,35,24,"Census Tract 103.01, Cumberland County, New Jersey",12,0,0,0,0,0,11,803,170,973,769,416,2422,81,13,693,1153,180,1185,94
34011010302,0.5700365408038977,0.4299634591961023,22,0.1705237515225335,456,28,0,"Census Tract 103.02, Cumberland County, New Jersey",140,0,0,0,1,0,21,365,103,468,142,289,910,15,10,267,821,353,431,25
34011010401,0.8736479842674533,0.1263520157325467,80,0.15634218289085547,2290,107,81,"Census Tract 104.01, Cumberland County, New Jersey",318,0,0,0,7,16,57,1333,444,1777,895,1250,3828,43,102,1191,2034,257,2145,145
34011010402,NaN,NaN,0,NaN,0,0,0,"Census Tract 104.02, Cumberland County, New Jersey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34011010500,0.8770270270270271,0.12297297297297298,6,0.021621621621621623,758,20,2,"Census Tract 105, Cumberland County, New Jersey",16,0,0,0,2,2,2,533,116,649,213,504,1338,10,31,323,740,91,717,41
34011010600,0.926690758905524,0.073309241094476,195,0.016520392359318535,2171,58,19,"Census Tract 106, Cumberland County, New Jersey",32,0,49,42,26,18,60,1439,356,1795,896,1083,3712,159,33,793,1937,142,1979,192
34011010700,0.9419795221843004,0.05802047781569966,271,0,2542,159,28,"Census Tract 107, Cumberland County, New Jersey",0,13,39,32,96,91,0,2119,641,2760,1028,1440,5782,0,74,1613,2930,170,2468,74
34011010800,0.9307359307359307,0.06926406926406926,79,0,1439,26,14,"Census Tract 108, Cumberland County, New Jersey",0,0,4,0,0,25,50,878,197,1075,552,778,2455,19,90,512,1155,80,1330,109
34011020100,0.8801020408163265,0.11989795918367346,244,0,144,164,52,"Census Tract 201, Cumberland County, New Jersey",0,0,9,67,15,20,133,26,319,345,71,0,124,32,41,972,392,47,71,73
34011020200,0.8768699654775605,0.12313003452243959,486,0,118,189,22,"Census Tract 202, Cumberland County, New Jersey",0,15,30,97,0,165,179,124,638,762,15,74,516,29,0,2369,869,107,89,29
34011020300,0.8936052921719956,0.1063947078280044,671,0,545,454,106,"Census Tract 203, Cumberland County, New Jersey",0,16,14,0,22,141,478,389,1232,1621,367,148,1467,0,30,4939,1814,193,515,30
34011020400,0.9060283687943262,0.09397163120567376,244,0,462,87,0,"Census Tract 204, Cumberland County, New Jersey",0,21,20,32,59,51,61,481,541,1022,155,287,1357,8,12,1921,1128,106,442,20
34011020502,NaN,NaN,0,NaN,0,0,0,"Census Tract 205.02, Cumberland County, New Jersey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34011020503,0.7821350762527233,0.2178649237472767,528,0.00944081336238199,563,314,82,"Census Tract 205.03, Cumberland County, New Jersey",13,74,23,138,144,65,84,359,718,1077,189,261,1051,24,89,2580,1377,300,450,113
34011020600,0.9650571791613723,0.0349428208386277,497,0,887,143,0,"Census Tract 206, Cumberland County, New Jersey",0,153,12,29,65,22,216,888,631,1519,324,542,2705,11,10,1209,1574,55,866,21
34011030100,0.8173758865248227,0.18262411347517732,448,0,17,171,8,"Census Tract 301, Cumberland County, New Jersey",0,19,95,94,45,82,113,43,418,461,0,0,128,17,0,826,564,103,0,17
34011030200,0.7615643397813289,0.23843566021867116,789,0,1097,298,81,"Census Tract 302, Cumberland County, New Jersey",0,0,15,237,94,99,344,987,824,1811,451,596,2518,50,0,2013,2378,567,1047,50
34011030300,0.8549042367962856,0.14509576320371445,725,0,703,303,27,"Census Tract 303, Cumberland County, New Jersey",0,119,59,112,106,90,239,569,904,1473,281,380,1336,15,27,2120,1723,250,661,42
34011030400,0.9358711566617862,0.06412884333821377,1062,0,2457,337,0,"Census Tract 304, Cumberland County, New Jersey",0,343,248,180,212,37,42,1938,1258,3196,1375,1017,4916,65,0,3176,3415,219,2392,65
34011030501,0.9038970866439652,0.09610291335603481,36,0.07907680665909951,2143,118,49,"Census Tract 305.01, Cumberland County, New Jersey",209,0,15,0,21,0,0,2104,285,2389,880,1263,5530,0,0,855,2643,254,2143,0
34011030502,0.9604952830188679,0.039504716981132074,248,0.05365566037735849,1235,138,10,"Census Tract 305.02, Cumberland County, New Jersey",91,151,13,0,54,14,16,1170,459,1629,470,744,3080,0,21,1191,1696,67,1214,21
34011040300,0.9019987105093488,0.09800128949065119,556,0,837,131,34,"Census Tract 403, Cumberland County, New Jersey",0,24,22,234,64,64,148,718,681,1399,352,397,2050,68,20,1404,1551,152,749,88
34011040400,0.9374437443744374,0.06255625562556255,452,0,2211,135,57,"Census Tract 404, Cumberland County, New Jersey",0,9,0,78,63,0,302,1481,602,2083,943,1214,5184,54,0,1486,2222,139,2157,54
34011040500,0.9707057256990679,0.02929427430093209,1005,0,1541,373,0,"Census Tract 405, Cumberland County, New Jersey",0,176,118,156,241,156,158,996,1191,2187,496,627,2950,323,95,3335,2253,66,1123,418
34011040600,0.9603960396039604,0.039603960396039604,829,0.00456968773800457,1798,350,29,"Census Tract 406, Cumberland County, New Jersey",12,227,130,115,107,103,147,1492,1030,2522,576,1037,4365,137,48,2450,2626,104,1613,185
34011040700,0.8724373576309795,0.1275626423690205,731,0,1762,286,44,"Census Tract 407, Cumberland County, New Jersey",0,103,58,243,164,69,94,1957,724,2681,780,924,5162,58,0,2066,3073,392,1704,58
34011040800,0.9479054779806659,0.05209452201933405,114,0,1818,65,55,"Census Tract 408, Cumberland County, New Jersey",0,67,0,32,15,0,0,1562,203,1765,865,953,4592,0,0,531,1862,97,1818,0
34011040901,0.8935622317596567,0.10643776824034334,42,0.04721030042918455,1363,62,16,"Census Tract 409.01, Cumberland County, New Jersey",55,0,0,10,32,0,0,888,153,1041,281,967,2412,27,88,517,1165,124,1248,115
34011040902,0.9157774390243902,0.08422256097560976,127,0.3018292682926829,1740,92,0,"Census Tract 409.02, Cumberland County, New Jersey",792,0,0,22,0,0,105,1743,660,2403,786,916,4049,38,0,1993,2624,221,1702,38
34011041000,0.9866484080794249,0.013351591920575145,177,0.2844916124614858,1848,78,137,"Census Tract 410, Cumberland County, New Jersey",831,0,0,0,60,0,117,2378,504,2882,816,1032,6696,0,0,1244,2921,39,1848,0
34011041100,0.82907133243607,0.17092866756393002,1078,0,557,327,114,"Census Tract 411, Cumberland County, New Jersey",0,0,13,0,112,399,554,557,1291,1848,299,152,2173,73,33,3513,2229,381,451,106
34011990000,NaN,NaN,0,NaN,0,0,0,"Census Tract 9900, Cumberland County, New Jersey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34013000100,0.940923317683881,0.059076682316118935,1991,0,1629,492,258,"Census Tract 1, Essex County, New Jersey",0,346,180,268,88,622,487,823,1582,2405,699,301,2553,393,236,4319,2556,151,1000,629
34013000200,0.9592326139088729,0.0407673860911271,1135,0,468,465,341,"Census Tract 2, Essex County, New Jersey",0,104,64,293,60,432,182,276,924,1200,221,156,916,84,7,2550,1251,51,377,91
34013000300,0.9280618311533888,0.07193816884661118,1474,0,732,980,574,"Census Tract 3, Essex County, New Jersey",0,125,27,552,288,152,330,192,1369,1561,402,117,755,166,47,2961,1682,121,519,213
34013000400,0.8805104408352669,0.11948955916473318,753,0,301,236,167,"Census Tract 4, Essex County, New Jersey",0,36,23,8,13,266,407,175,584,759,69,87,511,80,65,1406,862,103,156,145
34013000500,0.931782945736434,0.06821705426356589,542,0,481,257,230,"Census Tract 5, Essex County, New Jersey",0,51,0,0,147,219,125,208,393,601,265,119,709,85,12,1138,645,44,384,97
34013000600,0.9498941425546931,0.05010585744530699,1161,0,1296,188,338,"Census Tract 6, Essex County, New Jersey",0,50,13,11,64,726,297,463,883,1346,672,391,1716,175,58,2063,1417,71,1063,233
34013000700,0.8367664205207929,0.16323357947920716,2309,0,778,711,711,"Census Tract 7, Essex County, New Jersey",0,112,271,424,182,918,402,348,1805,2153,645,0,1747,103,30,5179,2573,420,645,133
34013000800,0.8659295093296475,0.13407049067035245,1222,0,894,373,317,"Census Tract 8, Essex County, New Jersey",0,64,0,22,104,633,399,344,909,1253,437,228,1535,132,97,2854,1447,194,665,229
34013000900,0.6804511278195489,0.31954887218045114,1424,0,803,491,246,"Census Tract 9, Essex County, New Jersey",0,30,25,604,22,346,397,149,937,1086,0,491,576,262,50,2699,1596,510,491,312
34013001000,0.8376139188069595,0.1623860811930406,1120,0,224,456,251,"Census Tract 10, Essex County, New Jersey",0,33,127,218,67,494,181,147,864,1011,43,15,446,86,80,2252,1207,196,58,166
34013001100,0.9657320872274143,0.03426791277258567,321,0,256,162,174,"Census Tract 11, Essex County, New Jersey",0,0,14,61,13,176,57,265,355,620,149,51,649,26,30,1157,642,22,200,56
34013001300,0.799163179916318,0.200836820083682,455,0,240,282,236,"Census Tract 13, Essex County, New Jersey",0,0,0,0,17,283,155,114,459,573,11,108,492,83,38,1055,717,144,119,121
34013001400,0.7002360346184107,0.2997639653815893,1034,0,446,303,387,"Census Tract 14, Essex County, New Jersey",0,25,0,0,82,532,395,270,620,890,81,202,854,126,37,1820,1271,381,283,163
34013001500,0.8294679399727148,0.17053206002728513,511,0,76,407,261,"Census Tract 15, Essex County, New Jersey",0,18,0,295,0,155,43,42,566,608,5,12,90,36,23,1609,733,125,17,59
34013001600,0.7670299727520435,0.2329700272479564,626,0,102,212,184,"Census Tract 16, Essex County, New Jersey",0,0,70,81,10,285,180,157,406,563,7,65,639,30,0,1147,734,171,72,30
34013001700,0.792694965449161,0.2073050345508391,925,0,426,359,390,"Census Tract 17, Essex County, New Jersey",0,14,29,13,7,610,252,178,625,803,119,21,602,269,17,1813,1013,210,140,286
34013001800,0.7628979143798024,0.23710208562019758,686,0.010976948408342482,152,232,300,"Census Tract 18, Essex County, New Jersey",10,23,0,7,38,403,215,165,530,695,86,0,530,66,0,1631,911,216,86,66
34013001900,0.7685851318944844,0.2314148681055156,693,0,354,327,223,"Census Tract 19, Essex County, New Jersey",0,158,76,20,146,192,101,114,527,641,91,137,399,74,52,1470,834,193,228,126
34013002000,0.8428940568475453,0.15710594315245477,1533,0,937,640,417,"Census Tract 20, Essex County, New Jersey",0,77,36,290,99,577,454,439,1192,1631,354,484,1430,58,41,2763,1935,304,838,99
34013002100,0.8379705400981997,0.16202945990180032,809,0,1326,163,225,"Census Tract 21, Essex County, New Jersey",0,23,48,0,0,322,416,556,468,1024,495,597,1993,56,178,1274,1222,198,1092,234
34013002201,0.7835990888382688,0.2164009111617312,3546,0,1741,1191,833,"Census Tract 22.01, Essex County, New Jersey",0,174,179,2577,15,178,423,291,2805,3096,243,194,962,1160,144,8398,3951,855,437,1304
34013002202,0.9366438356164384,0.06335616438356165,682,0,1049,216,112,"Census Tract 22.02, Essex County, New Jersey",0,44,0,40,0,360,238,639,455,1094,367,453,1801,179,50,1526,1168,74,820,229
34013002300,0.8891921397379913,0.11080786026200873,1187,0.009279475982532752,1989,312,481,"Census Tract 23, Essex County, New Jersey",17,184,32,16,78,409,468,849,780,1629,999,791,3163,169,30,1913,1832,203,1790,199
34013002400,0.7568345323741007,0.24316546762589927,1036,0.017985611510791366,769,423,265,"Census Tract 24, Essex County, New Jersey",25,28,0,0,101,585,322,344,708,1052,293,327,894,44,105,1781,1390,338,620,149
34013002500,0.7710843373493976,0.2289156626506024,1297,0,530,199,260,"Census Tract 25, Essex County, New Jersey",0,0,27,0,66,762,442,348,868,1216,288,77,1026,37,128,2880,1577,361,365,165
34013002600,0.7296296296296296,0.27037037037037037,701,0,54,274,137,"Census Tract 26, Essex County, New Jersey",0,48,29,0,84,375,165,41,550,591,0,45,78,0,9,1544,810,219,45,9
34013002800,0.808868501529052,0.191131498470948,451,0,522,150,156,"Census Tract 28, Essex County, New Jersey",0,15,0,7,69,230,130,171,358,529,346,52,547,124,0,1126,654,125,398,124
34013003100,0.9719387755102041,0.02806122448979592,379,0,136,276,248,"Census Tract 31, Essex County, New Jersey",0,9,97,63,34,97,79,168,594,762,0,22,561,114,0,1631,784,22,22,114
34013003500,0.7776628748707343,0.22233712512926576,739,0.007238883143743537,440,244,179,"Census Tract 35, Essex County, New Jersey",7,0,0,0,84,382,273,263,489,752,144,164,742,48,84,1330,967,215,308,132
34013003700,0.7296703296703296,0.2703296703296703,791,0,231,228,149,"Census Tract 37, Essex County, New Jersey",0,8,35,0,13,415,320,162,502,664,22,122,338,13,74,1482,910,246,144,87
34013003800,0.8127753303964758,0.18722466960352424,509,0.006607929515418502,634,249,176,"Census Tract 38, Essex County, New Jersey",6,0,0,17,80,142,270,400,338,738,359,242,1305,7,26,908,908,170,601,33
34013003900,0.8547904191616766,0.14520958083832336,534,0,224,380,269,"Census Tract 39, Essex County, New Jersey",0,35,59,281,37,88,34,37,534,571,40,5,57,126,53,1247,668,97,45,179
34013004100,0.7916992952231793,0.20830070477682067,996,0,522,512,174,"Census Tract 41, Essex County, New Jersey",0,73,9,66,30,610,208,230,781,1011,131,229,724,22,140,2167,1277,266,360,162
34013004200,0.6616989567809239,0.338301043219076,931,0,402,274,378,"Census Tract 42, Essex County, New Jersey",0,34,80,34,17,365,401,206,682,888,186,126,591,0,90,1550,1342,454,312,90
34013004300,0.7672849915682968,0.2327150084317032,1007,0,325,360,393,"Census Tract 43, Essex County, New Jersey",0,59,35,6,16,539,352,164,746,910,59,148,443,80,38,2181,1186,276,207,118
34013004400,0.5955334987593052,0.4044665012406948,678,0,313,174,213,"Census Tract 44, Essex County, New Jersey",0,30,40,15,33,237,323,87,393,480,57,101,272,121,34,1068,806,326,158,155
34013004500,0.8098591549295775,0.19014084507042253,1103,0,856,285,426,"Census Tract 45, Essex County, New Jersey",0,19,106,47,128,559,244,335,815,1150,94,455,1014,44,263,2198,1420,270,549,307
34013004600,0.7613559322033898,0.23864406779661018,1117,0,1057,270,310,"Census Tract 46, Essex County, New Jersey",0,141,130,0,79,556,211,425,698,1123,196,603,1139,0,258,1590,1475,352,799,258
34013004700,0.9090909090909091,0.09090909090909091,1611,0,1910,494,637,"Census Tract 47, Essex County, New Jersey",0,108,246,283,41,590,343,515,1395,1910,347,821,1887,303,439,3245,2101,191,1168,742
34013004801,0.8771610555050046,0.12283894449499545,930,0.02456778889899909,578,373,421,"Census Tract 48.01, Essex County, New Jersey",27,30,139,559,15,39,148,136,828,964,207,40,449,231,100,1826,1099,135,247,331
34013004802,0.7382947264662395,0.2617052735337605,1708,0,302,1011,198,"Census Tract 48.02, Essex County, New Jersey",0,42,160,925,191,183,207,103,1395,1498,0,38,176,180,84,2806,2029,531,38,264
34013004900,0.8077790304396844,0.19222096956031567,1437,0,703,437,301,"Census Tract 49, Essex County, New Jersey",0,15,173,323,18,562,346,342,1091,1433,119,332,1182,135,117,2312,1774,341,451,252
